('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         635329 function calls (610448 primitive calls) in 1.100 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lowlevel.py:90(RunVar)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
        9    0.000    0.000    0.000    0.000 _connection.py:277(_get_io_object)
        8    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 http11.py:40(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2254(_IPv6Constants)
       18    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        8    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 _multipart.py:173(MultipartStream)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1041(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(AsyncConnectionPool)
        1    0.000    0.000    0.010    0.010 default.py:113(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        7    0.000    0.000    0.000    0.000 _models.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
       45    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 _config.py:276(Limits)
        1    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _config.py:75(load_ssl_context)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 validators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
    23/20    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _client.py:318(build_request)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
       15    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 readers.py:1(<module>)
       77    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
      110    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _connection.py:128(__init__)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TestRunner)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        5    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:26(<listcomp>)
       39    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BeautifulSoup)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       28    0.000    0.000    0.000    0.000 _utils.py:46(normalize_header_value)
        1    0.000    0.000    0.001    0.001 request.py:319(__init__)
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:9(Process)
        1    0.000    0.000    0.000    0.000 http11.py:109(_send_request_headers)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _synchronization.py:377(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 _auth.py:141(DigestAuth)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1532(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 memory.py:55(MemoryObjectReceiveStream)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _tasks.py:23(TaskGroup)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1157(dataclass)
        4    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 http11.py:197(_response_closed)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _models.py:269(__contains__)
       25    0.000    0.000    0.000    0.000 abc.py:110(register)
        3    0.000    0.000    0.000    0.000 cgi.py:218(_parseparam)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(AsyncRequestInterface)
       16    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.000    0.000 normalizers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 http11.py:121(_send_request_body)
        1    0.000    0.000    0.000    0.000 zipfile.py:1190(ZipFile)
       30    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 _models.py:283(origin)
       15    0.000    0.000    0.000    0.000 inspect.py:1872(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(RequestInterface)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        5    0.000    0.000    0.000    0.000 inspect.py:2991(from_callable)
        2    0.000    0.000    0.000    0.000 _decoders.py:196(flush)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 _utils.py:138(netrc_info)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       13    0.000    0.000    0.000    0.000 _mixin.py:56(_match_subauthority)
        3    0.000    0.000    0.000    0.000 _connection.py:474(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2247(_make_nmtuple)
        6    0.000    0.000    0.000    0.000 dataclasses.py:843(_hash_add)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.659    0.659 _api.py:167(get)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 connection_pool.py:44(__init__)
       57    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       15    0.000    0.000    0.000    0.000 inspect.py:2962(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.000    0.000 connection.py:25(HTTPConnection)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        9    0.000    0.000    0.000    0.000 _mixin.py:59(host)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sync.py:28(write)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 tls.py:238(TLSListener)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 _models.py:197(update)
        6    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 _mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 models.py:286(CharsetMatches)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        2    0.000    0.000    0.000    0.000 sync.py:60(get_extra_info)
        1    0.000    0.000    0.000    0.000 streams.py:375(StreamReader)
        1    0.000    0.000    0.000    0.000 _client.py:1261(__enter__)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(AsyncTunnelHTTPConnection)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        1    0.000    0.000    0.000    0.000 _client.py:439(_build_request_auth)
        1    0.000    0.000    0.000    0.000 _base.py:327(Future)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _tasks.py:23(CancelScope)
        1    0.000    0.000    0.010    0.010 _client.py:704(_init_transport)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 _mixin.py:10(URIMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 _models.py:306(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:350(Response)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.506    0.506 _client.py:918(_send_handling_auth)
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:3245(signature)
        1    0.000    0.000    0.000    0.000 _models.py:358(_prepare)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
       15    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
        1    0.000    0.000    0.000    0.000 from_thread.py:87(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
        1    0.000    0.000    0.000    0.000 _resources.py:8(AsyncResource)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uri.py:121(normalize)
        3    0.000    0.000    0.000    0.000 _models.py:126(<dictcomp>)
       10    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        2    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.643    0.643 _client.py:869(send)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
        1    0.000    0.000    0.001    0.001 _models.py:1018(extract_cookies)
        1    0.000    0.000    0.000    0.000 connection_pool.py:268(response_closed)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
       26    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 _config.py:189(Timeout)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:404(_merge_headers)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(HTTPProxy)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        7    0.000    0.000    0.000    0.000 _models.py:123(<listcomp>)
        4    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _typedattr.py:39(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:1033(_splittype)
        5    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
        1    0.000    0.000    0.000    0.000 cgi.py:230(parse_header)
        1    0.000    0.000    0.000    0.000 _models.py:606(_get_content_decoder)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 _models.py:433(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:23(set_minimum_tls_version_1_2)
       15    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.000    0.000 _models.py:57(enforce_headers)
        1    0.000    0.000    0.000    0.000 tasks.py:75(Task)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        5    0.000    0.000    0.000    0.000 inspect.py:3007(replace)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        5    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        6    0.000    0.000    0.000    0.000 _synchronization.py:60(__exit__)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:6(NetworkStream)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        9    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
       34    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
       15    0.000    0.000    0.000    0.000 dataclasses.py:375(<genexpr>)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        1    0.000    0.000    0.000    0.000 cgi.py:279(FieldStorage)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 stapled.py:91(MultiListener)
        3    0.000    0.000    0.000    0.000 http11.py:133(_send_event)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _synchronization.py:56(__enter__)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        1    0.000    0.000    0.000    0.000 memory.py:170(MemoryObjectSendStream)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        3    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.644    0.644 _client.py:761(request)
       18    0.000    0.000    0.000    0.000 iri.py:127(<genexpr>)
       29    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _synchronization.py:53(__init__)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:31(MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       35    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2087(IPv6Interface)
       30    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 threading.py:568(set)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 connection_pool.py:143(_attempt_to_acquire_connection)
        1    0.000    0.000    0.002    0.002 _config.py:54(SSLConfig)
        1    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.427    0.427 http11.py:141(_receive_response_headers)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        5    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 _compat.py:188(DeprecatedAsyncContextManager)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        2    0.000    0.000    0.000    0.000 _utils.py:260(trace)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.081    0.081 _htmlparser.py:391(feed)
        1    0.000    0.000    0.005    0.005 request.py:2628(getproxies_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.002    0.002 resources.py:107(path)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 request.py:374(_parse)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
       23    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        5    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 auto.py:8(AutoBackend)
        7    0.000    0.000    0.000    0.000 _models.py:118(raw)
       28    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 _compat.py:164(DeprecatedAwaitableList)
        1    0.000    0.000    0.000    0.000 _synchronization.py:189(Condition)
        1    0.000    0.000    0.038    0.038 ssl.py:507(wrap_socket)
        1    0.000    0.000    0.000    0.000 request.py:343(full_url)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.506    0.506 _client.py:952(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        2    0.000    0.000    0.000    0.000 _config.py:203(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        2    0.000    0.000    0.000    0.000 iri.py:47(__new__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:844(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:355(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 _client.py:1277(__exit__)
        1    0.000    0.000    0.000    0.000 stapled.py:55(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:280(Semaphore)
        1    0.000    0.000    0.000    0.000 selector_events.py:755(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 _mixin.py:316(unsplit)
        1    0.000    0.000    0.000    0.000 _models.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:2140(FancyURLopener)
       36    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        1    0.000    0.000    0.000    0.000 _models.py:385(read)
        1    0.000    0.000    0.005    0.005 _client.py:209(_get_proxy_map)
        2    0.000    0.000    0.000    0.000 api.py:41(iri_reference)
        1    0.000    0.000    0.000    0.000 _models.py:878(close)
        1    0.000    0.000    0.000    0.000 _testing.py:7(TaskInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        1    0.000    0.000    0.000    0.000 _connection.py:112(Connection)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 _trace.py:7(Trace)
        3    0.000    0.000    0.000    0.000 _models.py:125(keys)
        1    0.000    0.000    0.000    0.000 _synchronization.py:102(Lock)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:47(AsyncNetworkStream)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 _connection.py:193(start_next_cycle)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
       10    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:144(ByteStream)
       14    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        5    0.000    0.000    0.000    0.000 request.py:401(add_header)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
       14    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 connection_pool.py:299(close)
        1    0.000    0.000    0.000    0.000 _writers.py:31(write_request)
        1    0.000    0.000    0.000    0.000 _utils.py:132(NetRCInfo)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 _urls.py:560(__init__)
        2    0.000    0.000    0.001    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 _models.py:591(charset_encoding)
        1    0.000    0.000    0.000    0.000 _models.py:184(URL)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 iri.py:32(IRIReference)
        1    0.000    0.000    0.001    0.001 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 _compat.py:141(DeprecatedAwaitableFloat)
        1    0.000    0.000    0.000    0.000 md.py:25(MessDetectorPlugin)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        7    0.000    0.000    0.000    0.000 financial_enhanced.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 normalizers.py:111(remove_dot_segments)
        1    0.000    0.000    0.000    0.000 _auth.py:299(_DigestAuthChallenge)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        2    0.000    0.000    0.000    0.000 http11.py:283(HTTP11ConnectionByteStream)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
        1    0.000    0.000    0.000    0.000 _client.py:283(headers)
        1    0.000    0.000    0.000    0.000 connection.py:26(__init__)
        1    0.000    0.000    0.000    0.000 parseresult.py:82(ParseResult)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
       10    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
